,,,,,
Date,Facebook Close,Tesla Close,Tilray Close,Amazon Close,Shopify Close
27/11/2015,105.45,46.32,48.97,673.26,20.57
30/11/2015,104.24,46.05,51.82,664.8,21.21
01/12/2015,107.12,47.44,50.26,679.06,20.04
02/12/2015,106.07,46.4,51.3,676.01,21.02
03/12/2015,104.38,46.54,51.27,666.25,21.66
04/12/2015,106.18,46.08,53.15,672.64,22
07/12/2015,105.61,46.23,52.73,669.83,22.38
08/12/2015,106.49,45.34,51.33,677.33,22.69
09/12/2015,104.6,44.9,,664.79,24.36
10/12/2015,105.42,45.41,,662.32,24.27
11/12/2015,102.12,43.4,,640.15,25.16
14/12/2015,104.66,43.72,,657.91,25.87
15/12/2015,104.55,44.22,,658.64,26.79
16/12/2015,106.79,46.9,,675.77,26.07
17/12/2015,106.22,46.68,,670.65,25.39
18/12/2015,104.04,46.09,,664.14,26.7
21/12/2015,104.77,46.51,,664.51,26.58
22/12/2015,105.51,45.99,,663.15,25.83
23/12/2015,104.63,45.94,,663.7,26.8
24/12/2015,105.02,46.11,,662.79,27.15
28/12/2015,105.93,45.79,,675.2,28.49
29/12/2015,107.26,47.44,,693.97,28.04
30/12/2015,106.22,47.62,,689.07,27.51
31/12/2015,104.66,48,,675.89,26.2
04/01/2016,102.22,44.68,,636.99,26.99
05/01/2016,102.73,44.69,,633.79,27.59
06/01/2016,102.97,43.81,,632.65,27.97
07/01/2016,97.92,43.13,,607.94,27.77
08/01/2016,97.33,42.2,,607.05,28.21
11/01/2016,97.51,41.57,,617.74,28.45
12/01/2016,99.37,41.99,,617.89,29.3
13/01/2016,95.44,40.06,,581.81,28.75
14/01/2016,98.37,41.24,,593,29.5
15/01/2016,94.97,41,,570.18,29.21
19/01/2016,95.26,40.94,,574.48,29.55
20/01/2016,94.35,39.74,,571.77,29.52
21/01/2016,94.16,39.99,,575.02,29.77
22/01/2016,97.94,40.51,,596.38,29.8
25/01/2016,97.01,39.28,,596.53,30.96
26/01/2016,97.34,38.71,,601.25,30.97
27/01/2016,94.45,37.61,,583.35,31.53
28/01/2016,109.11,37.94,,635.35,32.05
29/01/2016,112.21,38.24,,587,31.5
01/02/2016,115.09,39.39,,574.81,31.53
02/02/2016,114.61,36.56,,552.1,31.81
03/02/2016,112.69,34.7,,531.07,31.13
04/02/2016,110.49,35.07,,536.26,31.47
05/02/2016,104.07,32.52,,502.13,31.83
08/02/2016,99.75,29.6,,488.1,31.75
09/02/2016,99.54,29.65,,482.07,31.85
10/02/2016,101,28.73,,490.48,31.41
11/02/2016,101.91,30.09,,503.82,30.74
12/02/2016,102.01,30.21,,507.08,29.61
16/02/2016,101.61,31.03,,521.1,28.52
17/02/2016,105.2,33.74,,534.1,27.72
18/02/2016,103.47,33.35,,525,26.46
19/02/2016,104.57,33.32,,534.9,26.63
22/02/2016,107.16,35.55,,559.5,26.27
23/02/2016,105.46,35.44,,552.94,26.95
24/02/2016,106.88,35.8,,554.04,26.29
25/02/2016,108.07,37.49,,555.15,26.16
26/02/2016,107.92,38.07,,555.23,26.8
29/02/2016,106.92,38.39,,552.52,26.34
01/03/2016,109.82,37.27,,579.04,25.97
02/03/2016,109.95,37.67,,580.21,26.1
03/03/2016,109.58,39.15,,577.49,26.82
04/03/2016,108.39,40.21,,575.14,27.06
07/03/2016,105.73,41.06,,562.8,28.2
08/03/2016,105.93,40.52,,560.26,27.76
09/03/2016,107.51,41.74,,559.47,28.57
10/03/2016,107.32,41.04,,558.93,29.29
11/03/2016,109.41,41.5,,569.61,31.07
14/03/2016,109.89,43.03,,573.37,29.84
15/03/2016,110.67,43.67,,577.02,29.58
16/03/2016,112.18,44.39,,574.27,30
17/03/2016,111.02,45.28,,559.44,29.86
18/03/2016,111.45,46.55,,552.08,30.09
21/03/2016,111.85,47.66,,553.98,29.41
22/03/2016,112.25,46.85,,560.48,28.28
23/03/2016,112.54,44.52,,569.63,27.99
24/03/2016,113.05,45.55,,582.95,29.05
28/03/2016,113.69,46.05,,579.87,28.66
29/03/2016,116.14,46.03,,593.86,28.37
30/03/2016,114.7,45.38,,598.69,28.94
31/03/2016,114.1,45.95,,593.64,29.77
01/04/2016,116.06,47.52,,598.5,29.87
04/04/2016,112.55,49.4,,593.19,29.81
05/04/2016,112.22,51.09,,586.14,31.2
06/04/2016,113.71,53.08,,602.08,29.07
07/04/2016,113.64,51.44,,591.43,27.16
08/04/2016,110.63,50.01,,594.6,28.54
11/04/2016,108.99,49.98,,595.93,30.32
12/04/2016,110.61,49.56,,603.17,30.76
13/04/2016,110.51,50.91,,614.82,30.83
14/04/2016,110.84,50.37,,620.75,30.61
15/04/2016,109.64,50.9,,625.89,30.65
18/04/2016,110.45,50.78,,635.35,30.37
19/04/2016,112.29,49.47,,627.9,31
20/04/2016,112.42,49.99,,632.99,31.85
21/04/2016,113.44,49.66,,631,32.49
22/04/2016,110.56,50.75,,620.5,31.99
25/04/2016,110.1,50.36,,626.2,32.1
26/04/2016,108.76,50.75,,616.88,32.32
27/04/2016,108.89,50.29,,606.57,32.2
28/04/2016,116.73,49.54,,602,33.26
29/04/2016,117.58,48.15,,659.59,33.09
02/05/2016,118.57,48.36,,683.85,32.73
03/05/2016,117.43,46.46,,671.32,32.87
04/05/2016,118.06,44.51,,670.9,32.6
05/05/2016,117.81,42.31,,659.09,32.55
06/05/2016,119.49,42.99,,673.95,33.21
09/05/2016,119.24,41.78,,679.75,34.27
10/05/2016,120.5,41.74,,703.07,34.27
11/05/2016,119.52,41.79,,713.23,34.05
12/05/2016,120.28,41.46,,717.93,33.53
13/05/2016,119.81,41.52,,709.92,36.79
16/05/2016,118.67,41.66,,710.66,36.85
17/05/2016,117.35,40.93,,695.27,37.01
18/05/2016,117.65,42.23,,697.45,38.31
19/05/2016,116.81,43.04,,698.52,38.79
20/05/2016,117.35,44.06,,702.8,39.29
23/05/2016,115.97,43.24,,696.75,39.91
24/05/2016,117.7,43.58,,704.2,39.38
25/05/2016,117.89,43.92,,708.35,39.08
26/05/2016,119.47,45.02,,714.91,38.37
27/05/2016,119.38,44.61,,712.24,38.74
31/05/2016,118.81,44.65,,722.79,40.25
01/06/2016,118.78,43.91,,719.44,42.41
02/06/2016,118.93,43.79,,728.24,42.47
03/06/2016,118.47,43.8,,725.54,41.76
06/06/2016,118.79,44.14,,726.73,40.94
07/06/2016,117.76,46.47,,723.74,40.63
08/06/2016,118.39,47.1,,726.64,41.52
09/06/2016,118.56,45.87,,727.65,41.39
10/06/2016,116.62,43.76,,717.91,41.29
13/06/2016,113.95,43.57,,715.24,41.36
14/06/2016,114.94,42.99,,719.3,40.67
15/06/2016,114.6,43.54,,714.26,42.42
16/06/2016,114.39,43.59,,717.51,43.19
17/06/2016,113.02,43.09,,706.39,42.78
20/06/2016,113.37,43.94,,714.01,43.21
21/06/2016,114.38,43.92,,715.82,41.04
22/06/2016,113.91,39.33,,710.6,41.63
23/06/2016,115.08,39.28,,722.08,40.57
24/06/2016,112.08,38.63,,698.96,40.9
27/06/2016,108.97,39.71,,691.36,41.77
28/06/2016,112.7,40.36,,707.95,41.49
29/06/2016,114.16,42.04,,715.6,42.95
30/06/2016,114.28,42.46,,715.62,42.46
01/07/2016,114.19,43.3,,725.68,44.5
05/07/2016,114,42.8,,728.1,43.86
06/07/2016,116.7,42.89,,737.61,43.35
07/07/2016,115.85,43.19,,736.57,43.2
08/07/2016,117.24,43.36,,745.81,43.87
11/07/2016,117.87,44.96,,753.78,42.75
12/07/2016,117.93,44.93,,748.21,42.96
13/07/2016,116.78,44.51,,742.63,42.92
14/07/2016,117.29,44.31,,741.2,43.03
15/07/2016,116.86,44.08,,735.44,43.41
18/07/2016,119.37,45.25,,736.07,43.77
19/07/2016,120.61,45.05,,739.95,43.68
20/07/2016,121.92,45.67,,745.72,44.36
21/07/2016,120.61,44.1,,744.43,43.73
22/07/2016,121,44.45,,744.86,42.3
25/07/2016,121.63,46,,739.61,42.39
26/07/2016,121.22,45.9,,735.59,42.09
27/07/2016,123.34,45.7,,736.67,42.82
28/07/2016,125,46.12,,752.61,42.02
29/07/2016,123.94,46.96,,758.81,42.48
01/08/2016,124.31,46,,767.74,43.39
02/08/2016,123.09,45.44,,760.58,43.15
03/08/2016,122.51,45.16,,754.64,43.48
04/08/2016,124.36,46.12,,760.77,43.86
05/08/2016,125.15,46.01,,765.98,43.49
08/08/2016,125.26,45.23,,766.56,43.03
09/08/2016,125.06,45.82,,768.31,41.35
10/08/2016,124.88,45.13,,768.56,40.84
11/08/2016,124.9,44.98,,771.24,41.45
12/08/2016,124.88,45.12,,772.56,40.78
15/08/2016,123.9,45.12,,768.49,43.57
16/08/2016,123.3,44.72,,764.04,40.41
17/08/2016,124.37,44.65,,764.63,39.15
18/08/2016,123.91,44.7,,764.46,40.15
19/08/2016,123.56,45,,757.31,41.35
22/08/2016,124.15,44.59,,759.48,40.58
23/08/2016,124.37,44.97,,762.45,40.09
24/08/2016,123.48,44.52,,757.25,39.66
25/08/2016,123.89,44.19,,759.22,37.9
26/08/2016,124.96,44,,769,39.92
29/08/2016,126.54,43.04,,771.29,40.36
30/08/2016,125.84,42.27,,767.58,42.02
31/08/2016,126.12,42.4,,769.16,44.05
01/09/2016,126.17,40.15,,770.62,44.89
02/09/2016,126.51,39.56,,772.44,42.96
06/09/2016,129.73,40.57,,788.87,43.05
07/09/2016,131.05,40.34,,784.48,43.27
08/09/2016,130.27,39.47,,784.06,42.49
09/09/2016,127.1,38.89,,760.14,42.59
12/09/2016,128.69,39.66,,771.49,41.67
13/09/2016,127.21,39.21,,761.01,39.67
14/09/2016,127.77,39.28,,761.09,39.05
15/09/2016,128.35,40.08,,769.69,40.57
16/09/2016,129.07,41.08,,778.52,40.9
19/09/2016,128.65,41.27,,775.1,40.72
20/09/2016,128.64,40.93,,780.22,42.63
21/09/2016,129.94,41.04,,789.74,42.22
22/09/2016,130.08,41.29,,804.7,42.04
23/09/2016,127.96,41.49,,805.75,42.27
26/09/2016,127.31,41.8,,799.16,41.75
27/09/2016,128.69,41.16,,816.11,42.41
28/09/2016,129.23,41.25,,828.72,42.05
29/09/2016,128.09,40.14,,829.05,41.87
30/09/2016,128.27,40.81,,837.31,41.42
03/10/2016,128.77,42.74,,836.74,40.8
04/10/2016,128.19,42.28,,834.03,40.17
05/10/2016,128.47,41.69,,844.36,41.34
06/10/2016,128.74,40.2,,841.66,43.64
07/10/2016,128.99,39.32,,839.43,43.22
10/10/2016,130.24,40.19,,841.71,43.1
11/10/2016,128.88,40.02,,831,42.87
12/10/2016,129.05,40.3,,834.09,42.82
13/10/2016,127.82,40.05,,829.28,44.14
14/10/2016,127.88,39.3,,822.96,47.68
17/10/2016,127.54,38.79,,812.95,46.9
18/10/2016,128.57,39.82,,817.65,47.18
19/10/2016,130.11,40.71,,817.69,47.87
20/10/2016,130,39.82,,810.32,48.33
21/10/2016,132.07,40.02,,818.99,48.58
24/10/2016,133.28,40.55,,838.09,48.1
25/10/2016,132.29,40.47,,835.18,49.52
26/10/2016,131.04,40.45,,822.59,49.98
27/10/2016,129.69,40.8,,818.36,50.66
28/10/2016,131.29,39.99,,776.32,50.09
31/10/2016,130.99,39.55,,789.82,49.44
01/11/2016,129.5,38.16,,785.41,49.42
02/11/2016,127.17,37.6,,765.56,51.36
03/11/2016,120,37.48,,767.03,51.01
04/11/2016,120.75,38.11,,755.05,51.54
07/11/2016,122.15,38.64,,784.93,50.7
08/11/2016,124.22,38.99,,787.75,50.82
09/11/2016,123.18,38.01,,771.88,51.19
10/11/2016,120.8,37.07,,742.38,52.32
11/11/2016,119.02,37.71,,739.01,52.12
14/11/2016,115.08,36.29,,719.07,52.68
15/11/2016,117.2,36.75,,743.24,53.13
16/11/2016,116.34,36.79,,746.49,53.37
17/11/2016,117.79,37.73,,756.4,54.61
18/11/2016,117.02,37,,760.16,55.22
21/11/2016,121.77,36.9,,780,56.05
22/11/2016,121.47,38.23,,785.33,56.05
23/11/2016,120.84,38.63,,780.12,60.61
25/11/2016,120.38,39.33,,780.37,60.97
28/11/2016,120.41,39.22,,766.77,61.52
29/11/2016,120.87,37.91,,762.52,63.08
30/11/2016,118.42,37.88,,750.57,63.59
01/12/2016,115.1,36.38,,743.65,62.73
02/12/2016,115.4,36.29,,740.34,61.75
05/12/2016,117.43,37.36,,759.36,59.93
06/12/2016,117.31,37.17,,764.72,59.21
07/12/2016,117.95,38.63,,770.42,59.65
08/12/2016,118.91,38.46,,767.33,59.67
09/12/2016,119.68,38.44,,768.66,60.29
12/12/2016,117.77,38.49,,760.12,59.32
13/12/2016,120.31,39.63,,774.34,60.13
14/12/2016,120.21,39.74,,768.82,60.91
15/12/2016,120.57,39.52,,761,62.39
16/12/2016,119.87,40.5,,757.77,64.15
19/12/2016,119.24,40.55,,766,64.93
20/12/2016,119.09,41.76,,771.22,63.83
21/12/2016,119.04,41.54,,770.6,64.84
